,0,3.728330329
-0.118729879,21.62954928,
0.236480208,21.6531973,
0.11908148,21.66510545,
-0.036865798,21.66141887,
-0.004289113,21.66098996,
-0.003619024,21.66062805,
-0.04400769,21.65622729,
-0.000730791,21.65615421,
-0.074266402,21.64872757,
0.031610337,21.6518886,
0.020234519,21.65391205,
-0.051563268,21.64875572,
-0.22119525,21.6266362,
0.018053256,21.62844153,
-0.1081275,21.61762878,
-0.074362737,21.6101925,
0.044230395,21.61461554,
-0.026460324,21.61196951,
-0.132456434,21.59872387,
-0.156338284,21.58309004,
0.015594878,21.58464952,
-0.213820616,21.56326746,
-0.053770737,21.55789039,
0.066210672,21.56451146,
0.01528593,21.56604005,
-0.057412144,21.56029884,
0.069248127,21.56722365,
-0.17947642,21.54927601,
-0.020033132,21.54727269,
-0.007801121,21.54649258,
-0.04627712,21.54186487,
0.051156467,21.54698052,
0.197665694,21.56674708,
-0.06635046,21.56011204,
-5.48E-06,21.56011149,
-0.164730575,21.54363843,
-0.130264017,21.53061203,
0.047204107,21.53533244,
0.116010695,21.54693351,
-0.002926762,21.54664084,
0.073319387,21.55397277,
0.050873658,21.55906014,
0.003818509,21.55944199,
0.103638535,21.56980584,
0.263417663,21.59614761,
-0.193235448,21.57682407,
0.013022825,21.57812635,
-0.050048166,21.57312153,
-0.139643417,21.55915719,
0.023461443,21.56150333,
-0.033315109,21.55817182,
0.126301662,21.57080199,
-0.13968732,21.55683326,
-0.091546806,21.54767858,
-0.102699815,21.5374086,
0.069588591,21.54436745,
0.00504473,21.54487193,
-0.176043588,21.52726757,
0.129821738,21.54024974,
-0.111223548,21.52912739,
0.048300359,21.53395742,
-0.048091338,21.52914829,
0.229743343,21.55212262,
0.064040741,21.5585267,
0.011254221,21.55965212,
-0.098279694,21.54982415,
0.069871316,21.55681128,
-0.066039292,21.55020735,
0.032883435,21.5534957,
-0.082456768,21.54525002,
0.04871615,21.55012164,
-0.030253706,21.54709626,
0.065934772,21.55368974,
0.179019538,21.5715917,
-0.092740052,21.56231769,
0.157638555,21.57808155,
0.040954968,21.58217704,
-0.090062473,21.5731708,
-4.957067488,21.07746405,
-4.928445413,20.58461951,
-5.011992902,20.08342021,
-4.798894819,19.60353073,
-5.106186402,19.09291209,
-5.00834741,18.59207735,
-5.106663098,18.08141104,
-5.061057258,17.57530532,
-4.938173806,17.08148794,
-5.065214136,16.57496652,
-5.054983047,16.06946822,
-4.995633329,15.56990488,
-4.947897823,15.0751151,
-4.974072214,14.57770788,
-5.053754143,14.07233247,
-4.955326662,13.5767998,
-4.91801365,13.08499844,
-5.035302012,12.58146823,
-4.924132525,12.08905498,
-4.980054854,11.5910495,
-5.162871181,11.07476238,
-5.190636365,10.55569874,
-4.991882174,10.05651052,
-5.004109106,9.556099614,
-4.91346703,9.064752911,
-5.002162744,8.564536636,
-4.920147194,8.072521917,
-5.016787933,7.570843123,
-5.146039621,7.056239161,
-4.96848216,6.559390945,
-4.972629053,6.06212804,
-5.106235295,5.551504511,
-0.041392111,5.547365299,
-0.06568748,5.540796551,
0.016835663,5.542480118,
-0.056770952,5.536803023,
-0.062667859,5.530536237,
-0.052816264,5.52525461,
0.008443903,5.526099001,
0.166687741,5.542767775,
0.024344713,5.545202246,
-0.176230324,5.527579214,
-0.045527659,5.523026448,
-0.03215527,5.519810921,
0.173639537,5.537174874,
0.189221723,5.556097047,
0.178965309,5.573993578,
0.002686245,5.574262202,
-0.030920773,5.571170125,
-0.127542896,5.558415835,
0.185872211,5.577003056,
0.020621797,5.579065236,
0.038095155,5.582874751,
0.060368305,5.588911582,
-0.114731872,5.577438395,
0.11137934,5.588576329,
-0.121669881,5.576409341,
0.004707085,5.576880049,
0.104431419,5.587323191,
-0.115881467,5.575735044,
0.01989692,5.577724736,
-0.049209573,5.572803779,
-0.085738542,5.564229925,
-0.060012883,5.558228637,
0.093973229,5.567625959,
-0.032635277,5.564362432,
0.008991768,5.565261609,
-0.13828678,5.551432931,
-0.000472421,5.551385688,
0.056991877,5.557084876,
-0.114041585,5.545680718,
0.15891026,5.561571744,
-0.114513197,5.550120424,
0.046576458,5.55477807,
-0.123348632,5.542443207,
0.103664817,5.552809688,
0.098104637,5.562620152,
0.108300394,5.573450191,
-0.013707668,5.572079425,
-0.053007542,5.56677867,
0.108934723,5.577672143,
0.108356237,5.588507766,
0.250175685,5.613525335,
0.043746038,5.617899939,
0.0052447,5.618424409,
0.11072842,5.629497251,
0.039091333,5.633406384,
0.12516513,5.645922897,
0.072386201,5.653161517,
0.071467002,5.660308217,
0.181485233,5.678456741,
-0.079050495,5.670551691,
-0.099471128,5.660604578,
0.04671129,5.665275707,
0.037769825,5.66905269,
0.006783778,5.669731068,
0.107136867,5.680444754,
0.078972762,5.68834203,
0.052077861,5.693549817,
-0.025226632,5.691027153,
0.014294679,5.692456621,
0.059586028,5.698415224,
0.014421817,5.699857406,
-0.083260738,5.691531332,
0.095685369,5.701099869,
0.122652595,5.713365128,
-0.112145532,5.702150575,
0.120369524,5.714187528,
-0.01434408,5.71275312,
0.079427057,5.720695825,
-0.104167641,5.710279061,
0.034363122,5.713715373,
0.200042816,5.733719655,
0.1291016,5.746629815,
0.228263663,5.769456181,
0.000238096,5.769479991,
-0.005499298,5.768930061,
-0.144836588,5.754446402,
0.034507601,5.757897162,
0.01244501,5.759141663,
0.030609753,5.762202639,
0.02807428,5.765010067,
0.000805601,5.765090627,
0.041707294,5.769261356,
0.101986828,5.779460039,
0.096678816,5.789127921,
-0.004671212,5.788660799,
0.078767831,5.796537582,
-0.014761679,5.795061415,
0.099323357,5.80499375,
-0.123139736,5.792679777,
0.12425511,5.805105288,
0.27367191,5.832472479,
-0.147309493,5.817741529,
0.220931857,5.839834715,
0.093879268,5.849222642,
-0.049155952,5.844307047,
-0.074405049,5.836866542,
-0.051608764,5.831705665,
0.036936654,5.835399331,
0.072487476,5.842648078,
-0.0622145,5.836426628,
-0.036823905,5.832744238,
0.057134952,5.838457733,
0.111043323,5.849562065,
-0.132870719,5.836274993,
0.095510999,5.845826093,
-0.098529732,5.83597312,
0.129016638,5.848874784,
0.007505042,5.849625288,
0.117744592,5.861399747,
0.156392787,5.877039026,
0.093343233,5.886373349,
-0.078318513,5.878541498,
0.040586079,5.882600106,
-0.11172753,5.871427353,
-0.047753984,5.866651955,
-0.036651233,5.862986831,
0.105560526,5.873542884,
-0.11055473,5.862487411,
0.122909278,5.874778339,
0.072909248,5.882069263,
0.074820278,5.889551291,
-0.260126069,5.863538684,
-0.135512571,5.849987427,
-0.04360607,5.84562682,
0.074764544,5.853103275,
-4.52E-06,5.853102823,
-0.012690743,5.851833748,
0.046167204,5.856450469,
0.03561217,5.860011686,
0.002080844,5.86021977,
0.037386323,5.863958402,
-0.038300391,5.860128363,
0.063279494,5.866456313,
0.034874131,5.869943726,
0.146011752,5.884544901,
0.112564997,5.895801401,
-0.01498767,5.894302634,
-0.040326755,5.890269958,
0.077500774,5.898020036,
0.04571441,5.902591477,
0.010447749,5.903636252,
-0.053250203,5.898311231,
0.159013548,5.914212586,
0.053457603,5.919558346,
0.119648068,5.931523153,
0.108103295,5.942333483,
-0.060945453,5.936238937,
-0.205122504,5.915726687,
0.061890123,5.921915699,
-0.080758956,5.913839804,
0.00649549,5.914489353,
-0.062146262,5.908274726,
0.039731972,5.912247924,
-0.061675262,5.906080397,
-0.091509405,5.896929457,
-0.009322215,5.895997235,
0.013506369,5.897347872,
-0.124663651,5.884881507,
-0.079080276,5.87697348,
